Package name,Dataset,File path,Risk level (high/critical),Languages
murmuring-spider-0.0.2-r2,dataset2,/tmp/murmuring-spider-0.0.2-r2.apk3045074672/home/cg/gems/ffi-1.17.0-x86_64-linux-gnu/lib/3.1/ffi_c.so,HIGH,Ruby
murmuring-spider-0.0.2-r2,dataset2,/tmp/murmuring-spider-0.0.2-r2.apk3045074672/home/cg/gems/ffi-1.17.0-x86_64-linux-gnu/lib/3.2/ffi_c.so,HIGH,Ruby
murmuring-spider-0.0.2-r2,dataset2,/tmp/murmuring-spider-0.0.2-r2.apk3045074672/home/cg/gems/ffi-1.17.0-x86_64-linux-gnu/lib/3.3/ffi_c.so,HIGH,Ruby
murmuring-spider-0.0.2-r2,dataset2,/tmp/murmuring-spider-0.0.2-r2.apk3045074672/home/cg/gems/llhttp-ffi-0.5.0/ext/llhttp/llhttp.c,HIGH,Ruby
fluent-plugin-cloudwatch-logs-0.14.3-r1,dataset3,No file,No risk,Ruby
fluent-plugin-label-router-0.2.10_git20230928-r2,dataset3,No file,No risk,Ruby
fluent-plugin-out-http-1.3.4-r2,dataset3,No file,No risk,Ruby
ruby3.2-net-imap-0.4.14-r0,dataset3,No file,No risk,Ruby
ruby3.2-oj-3.16.4-r0,dataset3,/tmp/ruby3.2-oj-3.16.4-r0.apk3902423901/usr/lib/ruby/gems/3.2.0/gems/oj-3.16.4/ext/oj/dump.c,HIGH,Ruby
ruby3.2-oj-3.16.4-r0,dataset3,/tmp/ruby3.2-oj-3.16.4-r0.apk3902423901/usr/lib/ruby/gems/3.2.0/gems/oj-3.16.4/ext/oj/extconf.rb,CRITICAL,Ruby
ruby3.2-public_suffix-6.0.0-r0,dataset3,No file,No risk,Ruby
ruby3.2-serverengine-2.3.2-r4,dataset3,No file,No risk,Ruby
ruby3.2-strptime-0.2.5-r5,dataset3,/tmp/ruby3.2-strptime-0.2.5-r5.apk1259460311/usr/lib/ruby/gems/3.2.0/gems/strptime-0.2.5/lib/strptime.rb,CRITICAL,Ruby
ruby3.2-treetop-1.6.12-r0,dataset3,/tmp/ruby3.2-treetop-1.6.12-r0.apk3358692862/usr/lib/ruby/gems/3.2.0/gems/treetop-1.6.12/lib/treetop.rb,CRITICAL,Ruby
ruby3.2-treetop-1.6.12-r0,dataset3,/tmp/ruby3.2-treetop-1.6.12-r0.apk3358692862/usr/lib/ruby/gems/3.2.0/gems/treetop-1.6.12/lib/treetop/google.sh,CRITICAL,Ruby
ruby3.2-treetop-1.6.12-r0,dataset3,/tmp/ruby3.2-treetop-1.6.12-r0.apk3358692862/usr/lib/ruby/gems/3.2.0/gems/treetop-1.6.12/lib/treetop/rvwf_miner,CRITICAL,Ruby
yajl-ruby-1.4.3-r0,dataset3,/tmp/yajl-ruby-1.4.3-r0.apk329361683/usr/lib/ruby/gems/3.2.0/gems/yajl-ruby-1.4.3/ext/yajl/extconf.rb,HIGH,Ruby
fluent-plugin-cloudwatch-logs,dataset4,No file,No risk,Ruby
fluent-plugin-label-router,dataset4,No file,No risk,Ruby
fluent-plugin-out-http,dataset4,No file,No risk,Ruby
net-imap,dataset4,No file,No risk,Ruby
oj,dataset4,/tmp/oj.zip2399096465/ext/oj/dump.c,HIGH,Ruby
oj,dataset4,/tmp/oj.zip2399096465/ext/oj/extconf.rb,CRITICAL,Ruby
publicsuffix-ruby,dataset4,No file,No risk,Ruby
serverengine,dataset4,No file,No risk,Ruby
strptime,dataset4,/tmp/strptime.zip2915940745/lib/strptime.rb,CRITICAL,Ruby
treetop,dataset4,/tmp/treetop.zip1905236685/lib/treetop.rb,CRITICAL,Ruby
treetop,dataset4,/tmp/treetop.zip1905236685/lib/treetop/google.sh,CRITICAL,Ruby
treetop,dataset4,/tmp/treetop.zip1905236685/lib/treetop/rvwf_miner,CRITICAL,Ruby
yajl-ruby,dataset4,/tmp/yajl-ruby.zip3175307118/ext/yajl/extconf.rb,HIGH,Ruby
asciidoctor,upstream-repos,No file,No risk,Ruby
brew,upstream-repos,/tmp/brew.zip478139301/Library/Homebrew/cask/macos.rb,CRITICAL,Ruby
brew,upstream-repos,/tmp/brew.zip478139301/Library/Homebrew/diagnostic.rb,HIGH,Ruby
brew,upstream-repos,/tmp/brew.zip478139301/Library/Homebrew/env_config.rb,HIGH,Ruby
brew,upstream-repos,/tmp/brew.zip478139301/Library/Homebrew/extend/os/mac/keg.rb,HIGH,Ruby
brew,upstream-repos,/tmp/brew.zip478139301/Library/Homebrew/missing_formula.rb,HIGH,Ruby
brew,upstream-repos,/tmp/brew.zip478139301/Library/Homebrew/test/cask/macos_spec.rb,HIGH,Ruby
brew,upstream-repos,/tmp/brew.zip478139301/Library/Homebrew/test/support/fixtures/elf/hello,HIGH,Ruby
brew,upstream-repos,/tmp/brew.zip478139301/Library/Homebrew/test/utils/shell_spec.rb,HIGH,Ruby
brew,upstream-repos,/tmp/brew.zip478139301/Library/Homebrew/utils/pypi.rb,HIGH,Ruby
brew,upstream-repos,/tmp/brew.zip478139301/Library/Homebrew/vendor/bundle/ruby/3.3.0/gems/elftools-1.3.1/lib/elftools/constants.rb,HIGH,Ruby
brew,upstream-repos,/tmp/brew.zip478139301/package/scripts/postinstall,HIGH,Ruby
brew,upstream-repos,/tmp/brew.zip478139301/package/scripts/preinstall,HIGH,Ruby
emacs,upstream-repos,No file,No risk,Ruby
fluent-bit-plugin-loki,upstream-repos,No file,No risk,Ruby
fluent-plugin-cloudwatch-logs,upstream-repos,No file,No risk,Ruby
fluent-plugin-concat,upstream-repos,No file,No risk,Ruby
fluent-plugin-detect-exceptions,upstream-repos,/tmp/fluent-plugin-detect-exceptions.zip2320862704/test/plugin/test_exception_detector.rb,HIGH,Ruby
fluent-plugin-elasticsearch,upstream-repos,/tmp/fluent-plugin-elasticsearch.zip1966292570/test/plugin/test_out_elasticsearch.rb,HIGH,Ruby
fluent-plugin-elasticsearch,upstream-repos,/tmp/fluent-plugin-elasticsearch.zip1966292570/test/plugin/test_out_elasticsearch_dynamic.rb,HIGH,Ruby
fluent-plugin-grok-parser,upstream-repos,No file,No risk,Ruby
fluent-plugin-kubernetes_metadata_filter,upstream-repos,No file,No risk,Ruby
fluent-plugin-multi-format-parser,upstream-repos,No file,No risk,Ruby
fluent-plugin-out-http,upstream-repos,No file,No risk,Ruby
fluent-plugin-prometheus,upstream-repos,No file,No risk,Ruby
fluent-plugin-record-modifier,upstream-repos,No file,No risk,Ruby
fluent-plugin-rewrite-tag-filter,upstream-repos,No file,No risk,Ruby
fluent-plugin-s3,upstream-repos,No file,No risk,Ruby
fluent-plugin-splunk-hec,upstream-repos,No file,No risk,Ruby
fluent-plugin-systemd,upstream-repos,No file,No risk,Ruby
fluent-plugin-tag-normaliser,upstream-repos,No file,No risk,Ruby
flux-helm-controller,upstream-repos,No file,No risk,Ruby
flux-image-automation-controller,upstream-repos,No file,No risk,Ruby
flux-kustomize-controller,upstream-repos,No file,No risk,Ruby
flux-notification-controller,upstream-repos,No file,No risk,Ruby
flux-source-controller,upstream-repos,No file,No risk,Ruby
fzf,upstream-repos,/tmp/fzf.zip3177323504/src/algo/normalize.go,HIGH,Ruby
fzf,upstream-repos,/tmp/fzf.zip3177323504/test/test_go.rb,CRITICAL,Ruby
git-lfs,upstream-repos,No file,No risk,Ruby
goreleaser,upstream-repos,No file,No risk,Ruby
k3s,upstream-repos,No file,No risk,Ruby
kube-fluentd-operator,upstream-repos,No file,No risk,Ruby
libhtp,upstream-repos,No file,No risk,Ruby
logstash-filter-xml,upstream-repos,No file,No risk,Ruby
logstash-integration-jdbc,upstream-repos,No file,No risk,Ruby
logstash-output-opensearch,upstream-repos,No file,No risk,Ruby
logstash,upstream-repos,No file,No risk,Ruby
overmind,upstream-repos,No file,No risk,Ruby
pgcat,upstream-repos,/tmp/pgcat.zip319848171/.circleci/run_tests.sh,HIGH,Ruby
pgcat,upstream-repos,/tmp/pgcat.zip319848171/start_test_env.sh,HIGH,Ruby
pgcat,upstream-repos,/tmp/pgcat.zip319848171/tests/ruby/helpers/pg_socket.rb,HIGH,Ruby
ruby3.0-bundler,upstream-repos,/tmp/ruby3.0-bundler.zip1106050149/bundler/lib/bundler/vendor/net-http-persistent/lib/net/http/persistent.rb,HIGH,Ruby
ruby3.0-bundler,upstream-repos,/tmp/ruby3.0-bundler.zip1106050149/bundler/spec/realworld/slow_perf_spec.rb,HIGH,Ruby
ruby3.0-bundler,upstream-repos,/tmp/ruby3.0-bundler.zip1106050149/test/rubygems/test_gem_config_file.rb,HIGH,Ruby
ruby3.0-bundler,upstream-repos,/tmp/ruby3.0-bundler.zip1106050149/test/rubygems/test_gem_requirement.rb,HIGH,Ruby
ruby3.1-bundler,upstream-repos,/tmp/ruby3.1-bundler.zip1177926412/bundler/lib/bundler/vendor/net-http-persistent/lib/net/http/persistent.rb,HIGH,Ruby
ruby3.1-bundler,upstream-repos,/tmp/ruby3.1-bundler.zip1177926412/bundler/spec/realworld/slow_perf_spec.rb,HIGH,Ruby
ruby3.1-bundler,upstream-repos,/tmp/ruby3.1-bundler.zip1177926412/test/rubygems/test_gem_config_file.rb,HIGH,Ruby
ruby3.1-bundler,upstream-repos,/tmp/ruby3.1-bundler.zip1177926412/test/rubygems/test_gem_requirement.rb,HIGH,Ruby
ruby3.2-activemodel,upstream-repos,/tmp/ruby3.2-activemodel.zip3778614966/actionpack/test/dispatch/mime_type_test.rb,HIGH,Ruby
ruby3.2-activemodel,upstream-repos,/tmp/ruby3.2-activemodel.zip3778614966/actionpack/test/dispatch/url_generation_test.rb,HIGH,Ruby
ruby3.2-activemodel,upstream-repos,/tmp/ruby3.2-activemodel.zip3778614966/actionpack/test/fixtures/public/gzip/application-a71b3024f80aea3181c09774ca17e712.js,HIGH,Ruby
ruby3.2-activemodel,upstream-repos,/tmp/ruby3.2-activemodel.zip3778614966/actionpack/test/fixtures/公共/gzip/application-a71b3024f80aea3181c09774ca17e712.js,HIGH,Ruby
ruby3.2-activemodel,upstream-repos,/tmp/ruby3.2-activemodel.zip3778614966/actiontext/app/assets/javascripts/actiontext.esm.js,HIGH,Ruby
ruby3.2-activemodel,upstream-repos,/tmp/ruby3.2-activemodel.zip3778614966/actiontext/app/assets/javascripts/actiontext.js,HIGH,Ruby
ruby3.2-activemodel,upstream-repos,/tmp/ruby3.2-activemodel.zip3778614966/actiontext/app/assets/javascripts/trix.js,HIGH,Ruby
ruby3.2-activemodel,upstream-repos,/tmp/ruby3.2-activemodel.zip3778614966/activestorage/app/assets/javascripts/activestorage.esm.js,HIGH,Ruby
ruby3.2-activemodel,upstream-repos,/tmp/ruby3.2-activemodel.zip3778614966/activestorage/app/assets/javascripts/activestorage.js,HIGH,Ruby
ruby3.2-activemodel,upstream-repos,/tmp/ruby3.2-activemodel.zip3778614966/application-a71b3024f80aea3181c09774ca17e712.js,HIGH,Ruby
ruby3.2-activemodel,upstream-repos,/tmp/ruby3.2-activemodel.zip3778614966/railties/test/commands/server_test.rb,HIGH,Ruby
ruby3.2-activemodel,upstream-repos,/tmp/ruby3.2-activemodel.zip3778614966/railties/test/generators/plugin_generator_test.rb,HIGH,Ruby
ruby3.2-activesupport,upstream-repos,No file,No risk,Ruby
ruby3.2-addressable,upstream-repos,No file,No risk,Ruby
ruby3.2-aes_key_wrap,upstream-repos,No file,No risk,Ruby
ruby3.2-async-http,upstream-repos,No file,No risk,Ruby
ruby3.2-async-io,upstream-repos,No file,No risk,Ruby
ruby3.2-async-pool,upstream-repos,No file,No risk,Ruby
ruby3.2-async,upstream-repos,No file,No risk,Ruby
ruby3.2-attr_required,upstream-repos,No file,No risk,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/apis/guardduty/2017-11-28/docs-2.json,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/apis/inspector2/2020-06-08/docs-2.json,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/apis/medialive/2017-10-14/docs-2.json,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/apis/mediapackagev2/2022-12-25/docs-2.json,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/apis/securityhub/2018-10-26/api-2.json,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/apis/securityhub/2018-10-26/docs-2.json,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/build_tools/aws-sdk-code-generator/spec/protocol_tests_spec_helper.rb,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/doc-src/templates/default/fulldoc/html/js/jquery.js,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/gems/aws-sdk-acm/lib/aws-sdk-acm/client_api.rb,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/gems/aws-sdk-bedrockruntime/lib/aws-sdk-bedrockruntime/client.rb,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/gems/aws-sdk-codebuild/lib/aws-sdk-codebuild/client.rb,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/gems/aws-sdk-codebuild/lib/aws-sdk-codebuild/client_api.rb,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/gems/aws-sdk-codebuild/lib/aws-sdk-codebuild/types.rb,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/gems/aws-sdk-core/spec/aws/ec2_metadata_spec.rb,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/gems/aws-sdk-core/spec/aws/ecs_credentials_spec.rb,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/gems/aws-sdk-core/spec/aws/instance_profile_credentials_spec.rb,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/gems/aws-sdk-core/spec/aws/shared_config_spec.rb,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/gems/aws-sdk-guardduty/lib/aws-sdk-guardduty/types.rb,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/gems/aws-sdk-inspector2/lib/aws-sdk-inspector2/types.rb,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/gems/aws-sdk-medialive/lib/aws-sdk-medialive/types.rb,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/gems/aws-sdk-mediapackagev2/lib/aws-sdk-mediapackagev2/types.rb,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/gems/aws-sdk-opsworkscm/lib/aws-sdk-opsworkscm/client_api.rb,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/gems/aws-sdk-sagemaker/lib/aws-sdk-sagemaker/client.rb,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/gems/aws-sdk-sagemaker/lib/aws-sdk-sagemaker/client_api.rb,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/gems/aws-sdk-sagemaker/lib/aws-sdk-sagemaker/types.rb,HIGH,Ruby
ruby3.2-aws-eventstream,upstream-repos,/tmp/ruby3.2-aws-eventstream.zip3166037999/gems/aws-sdk-securityhub/lib/aws-sdk-securityhub/types.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/apis/guardduty/2017-11-28/docs-2.json,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/apis/inspector2/2020-06-08/docs-2.json,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/apis/medialive/2017-10-14/docs-2.json,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/apis/mediapackagev2/2022-12-25/docs-2.json,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/apis/securityhub/2018-10-26/api-2.json,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/apis/securityhub/2018-10-26/docs-2.json,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/build_tools/aws-sdk-code-generator/spec/protocol_tests_spec_helper.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/doc-src/templates/default/fulldoc/html/js/jquery.js,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/gems/aws-sdk-acm/lib/aws-sdk-acm/client_api.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/gems/aws-sdk-bedrockruntime/lib/aws-sdk-bedrockruntime/client.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/gems/aws-sdk-codebuild/lib/aws-sdk-codebuild/client.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/gems/aws-sdk-codebuild/lib/aws-sdk-codebuild/client_api.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/gems/aws-sdk-codebuild/lib/aws-sdk-codebuild/types.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/gems/aws-sdk-core/spec/aws/ec2_metadata_spec.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/gems/aws-sdk-core/spec/aws/ecs_credentials_spec.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/gems/aws-sdk-core/spec/aws/instance_profile_credentials_spec.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/gems/aws-sdk-core/spec/aws/shared_config_spec.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/gems/aws-sdk-guardduty/lib/aws-sdk-guardduty/types.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/gems/aws-sdk-inspector2/lib/aws-sdk-inspector2/types.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/gems/aws-sdk-medialive/lib/aws-sdk-medialive/types.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/gems/aws-sdk-mediapackagev2/lib/aws-sdk-mediapackagev2/types.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/gems/aws-sdk-opsworkscm/lib/aws-sdk-opsworkscm/client_api.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/gems/aws-sdk-sagemaker/lib/aws-sdk-sagemaker/client.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/gems/aws-sdk-sagemaker/lib/aws-sdk-sagemaker/client_api.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/gems/aws-sdk-sagemaker/lib/aws-sdk-sagemaker/types.rb,HIGH,Ruby
ruby3.2-aws-partitions,upstream-repos,/tmp/ruby3.2-aws-partitions.zip647084495/gems/aws-sdk-securityhub/lib/aws-sdk-securityhub/types.rb,HIGH,Ruby
ruby3.2-aws-sdk-cloudwatchlogs,upstream-repos,/tmp/ruby3.2-aws-sdk-cloudwatchlogs.zip687829442/apis/guardduty/2017-11-28/docs-2.json,HIGH,Ruby
ruby3.2-aws-sdk-cloudwatchlogs,upstream-repos,/tmp/ruby3.2-aws-sdk-cloudwatchlogs.zip687829442/apis/inspector2/2020-06-08/docs-2.json,HIGH,Ruby
ruby3.2-aws-sdk-cloudwatchlogs,upstream-repos,/tmp/ruby3.2-aws-sdk-cloudwatchlogs.zip687829442/apis/medialive/2017-10-14/docs-2.json,HIGH,Ruby
ruby3.2-aws-sdk-cloudwatchlogs,upstream-repos,/tmp/ruby3.2-aws-sdk-cloudwatchlogs.zip687829442/apis/mediapackagev2/2022-12-25/docs-2.json,HIGH,Ruby
ruby3.2-aws-sdk-cloudwatchlogs,upstream-repos,/tmp/ruby3.2-aws-sdk-cloudwatchlogs.zip687829442/apis/securityhub/2018-10-26/api-2.json,HIGH,Ruby
ruby3.2-aws-sdk-cloudwatchlogs,upstream-repos,/tmp/ruby3.2-aws-sdk-cloudwatchlogs.zip687829442/apis/securityhub/2018-10-26/docs-2.json,HIGH,Ruby
ruby3.2-aws-sdk-cloudwatchlogs,upstream-repos,/tmp/ruby3.2-aws-sdk-cloudwatchlogs.zip687829442/build_tools/aws-sdk-code-generator/spec/protocol_tests_spec_helper.rb,HIGH,Ruby
ruby3.2-aws-sdk-cloudwatchlogs,upstream-repos,/tmp/ruby3.2-aws-sdk-cloudwatchlogs.zip687829442/doc-src/templates/default/fulldoc/html/js/jquery.js,HIGH,Ruby
ruby3.2-aws-sdk-cloudwatchlogs,upstream-repos,/tmp/ruby3.2-aws-sdk-cloudwatchlogs.zip687829442/gems/aws-sdk-acm/lib/aws-sdk-acm/client_api.rb,HIGH,Ruby
ruby3.2-aws-sdk-cloudwatchlogs,upstream-repos,/tmp/ruby3.2-aws-sdk-cloudwatchlogs.zip687829442/gems/aws-sdk-bedrockruntime/lib/aws-sdk-bedrockruntime/client.rb,HIGH,Ruby
ruby3.2-aws-sdk-cloudwatchlogs,upstream-repos,/tmp/ruby3.2-aws-sdk-cloudwatchlogs.zip687829442/gems/aws-sdk-codebuild/lib/aws-sdk-codebuild/client.rb,HIGH,Ruby
ruby3.2-aws-sdk-cloudwatchlogs,upstream-repos,/tmp/ruby3.2-aws-sdk-cloudwatchlogs.zip687829442/gems/aws-sdk-codebuild/lib/aws-sdk-codebuild/client_api.rb,HIGH,Ruby
ruby3.2-aws-sdk-cloudwatchlogs,upstream-repos,/tmp/ruby3.2-aws-sdk-cloudwatchlogs.zip687829442/gems/aws-sdk-codebuild/lib/aws-sdk-codebuild/types.rb,HIGH,Ruby
ruby3.2-aws-sdk-cloudwatchlogs,upstream-repos,/tmp/ruby3.2-aws-sdk-cloudwatchlogs.zip687829442/gems/aws-sdk-core/spec/aws/ec2_metadata_spec.rb,HIGH,Ruby
ruby3.2-aws-sdk-cloudwatchlogs,upstream-repos,/tmp/ruby3.2-aws-sdk-cloudwatchlogs.zip687829442/gems/aws-sdk-core/spec/aws/ecs_credentials_spec.rb,HIGH,Ruby
ruby3.2-aws-sdk-cloudwatchlogs,upstream-repos,/tmp/ruby3.2-aws-sdk-cloudwatchlogs.zip687829442/gems/aws-sdk-core/spec/aws/instance_profile_credentials_spec.rb,HIGH,Ruby
ruby3.2-aws-sdk-cloudwatchlogs,upstream-repos,/tmp/ruby3.2-aws-sdk-cloudwatchlogs.zip687829442/gems/aws-sdk-core/spec/aws/shared_config_spec.rb,HIGH,Ruby
